Source File	English Term	Bulgarian Term	Justification
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Polyuria	Полиурия	Standard Bulgarian medical term for the symptom.
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Polydipsia	Полодипсия	Standard Bulgarian medical term for the symptom.
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Nocturnal Enuresis	Нощно напикаване	Standard Bulgarian medical term for the symptom.
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Peripheral Neuropathy	Периферна невропатия	Standard Bulgarian medical term for the condition.
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
endocrinology_type 1 diabetes_1_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Type 1 Diabetes Mellitus	Захарен диабет тип 1	Standard Bulgarian medical term for the condition.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Endocrinology	Ендокринология	Standard Bulgarian medical term for the medical specialty.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Fasting Plasma Glucose (FPG)	Кръвна захар на гладно (КЗГ)	Standard Bulgarian medical abbreviation and term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Glycosylated Hemoglobin (HbA1C)	Гликиран хемоглобин (HbA1C)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Oral Glucose Tolerance Test (OGTT)	Орален глюкозо-толерантен тест (ОГТТ)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Random Plasma Glucose	Случайна кръвна захар (СКЗ)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	C-Peptide Levels	Нива на С-пептид	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Autoantibodies	Аутоантитела	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Islet Cell Antibodies	Антитела срещу бета-клетки	Standard Bulgarian medical term for the specific autoantibodies.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Intravenous	Интравенозно	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Insulin Glargine (Lantus)	Инсулин гларгин (Лантус)	Standard Bulgarian medical term and brand name.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Insulin Lispro (Humalog)	Инсулин лиспро (Хумалог)	Standard Bulgarian medical term and brand name.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Caloric Needs	Калорийни нужди	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Albuminuria	Албуминурия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Lipid Profile	Липиден профил	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Influenza	Грип	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Pneumococcal	Пневмококов	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Hepatitis B	Хепатит B	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Varicella	Варицела	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	SARS-CoV-2 Vaccinations	Ваксинация срещу COVID-19	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Hypoglycemia	Хипогликемия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Hyperglycemia	Хипергликемия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Peripheral Neuropathy	Периферна невропатия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Endocrine Clinic	Ендокринологичен кабинет	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_20_BGgpt_terms_EN_BG.txt	Subcutaneous	Подкожно	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Diabetes Mellitus	Захарен диабет	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Type 1 Diabetes Mellitus	Захарен диабет тип 1	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Polyuria	Полиурия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Polydipsia	Полидипсия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	BMI	Индекс на телесна маса (ИТМ)	Standard Bulgarian medical term for body mass index.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Tachycardia	Тахикардия	Standard Bulgarian medical term for rapid heartbeat.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Peripheral Neuropathy	Периферна невропатия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Retinopathy	Ретинопатия	Standard Bulgarian medical term for retinal disease.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Fasting Plasma Glucose (FPG)	Кръвна захар на гладно (КЗГ)	Standard Bulgarian abbreviation for fasting blood glucose.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Glycosylated Hemoglobin (HbA1C)	Гликиран хемоглобин (HbA1c)	Standard Bulgarian medical term for glycated hemoglobin.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Oral Glucose Tolerance Test (OGTT)	Орален глюкозо-толерантен тест (ОГТТ)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Random Plasma Glucose	Случайна кръвна захар (рКЗ)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	C-Peptide Test	C-пептиден тест	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Glutamic Acid Decarboxylase (GAD) antibodies	Антитела срещу глутаматдекарбоксилаза (GAD)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Basal-Bolus Insulin Therapy	Базално-болусна инсулинова терапия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Insulin Glargine	Инсулин гларгин	Trade name of the insulin, also used as standard medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Insulin Lispro	Инсулин лиспро	Trade name of the insulin, also used as standard medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Hypoglycemia	Хипогликемия	Standard Bulgarian medical term for low blood sugar.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Hyperglycemia	Хипергликемия	Standard Bulgarian medical term for high blood sugar.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Funduscopic Examination	Преглед на очното дъно	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Urine Albumin	Албумин в урината	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Serum Creatinine	Серумен креатинин	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Influenza	Грип	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Pneumococcal	Пневмококова	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Hepatitis B	Хепатит B	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	SARS-CoV-2	SARS-CoV-2	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Glucometer	Глюкомер	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Endocrine Clinic	Ендокринологична клиника	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_21_BGgpt_terms_EN_BG.txt	Diabetic Complications	Усложнения на диабета	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Type 1 Diabetes Mellitus	Диабет тип 1	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Endocrinology	Ендокринология	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Endocrinology Unit	Ендокринологично отделение	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Comprehensive Metabolic Panel (CMP)	Пълна биохимична кръвна картина	Standard Bulgarian medical term for a panel of blood tests.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Fasting Plasma Glucose (FPG)	Кръвна захар на гладно	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Glycosylated Hemoglobin (HbA1C)	Гликиран хемоглобин (HbA1C)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Oral Glucose Tolerance Test (OGTT)	Орален глюкозо-толерантен тест (ОГТТ)	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Islet Cell Antibodies	Антитела срещу бета-клетки на Лангерхансовите острови	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Hypoglycemia	Хипогликемия	Standard Bulgarian medical term for low blood sugar.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Hyperglycemia	Хипергликемия	Standard Bulgarian medical term for high blood sugar.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Basal-Bolus Insulin Regimen	Базално-болусен инсулинов режим	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Insulin Glargine	Инсулин гларгин	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Insulin Lispro	Инсулин лизпро	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Albuminuria	Албуминурия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Serum Creatinine	Креатинин в серум	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Neuropathy	Невропатия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Retinopathy	Ретинопатия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Nephropathy	Нефропатия	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Streptococcal pneumoniae	Streptococcus pneumoniae	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Influenza virus	Грипен вирус	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Hepatitis B	Хепатит B	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Varicella	Варицела	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	SARS-CoV-2	SARS-CoV-2	Standard Bulgarian medical term.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
endocrinology_type 1 diabetes_22_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint.
endocrinology_type 1 diabetes_23_BGgpt_terms_EN_BG.txt	Type 1 Diabetes Mellitus	Захарен диабет тип 1	Standard Bulgarian medical term for the condition.
endocrinology_type 1 diabetes_23_BGgpt_terms_EN_BG.txt	Polyuria	Полиурия	Standard Bulgarian medical term for excessive urination.
endocrinology_type 1 diabetes_23_BGgpt_terms_EN_BG.txt	Polydipsia	Полидипсия	Standard Bulgarian medical term for excessive thirst.
endocrinology_type 1 diabetes_23_BGgpt_terms_EN_BG.txt	Fasting Plasma Glucose (FPG)	Глюкоза на гладно (ГНГ)	Standard Bulgarian abbreviation and term.
endocrinology_type 1 diabetes_23_BGgpt_terms_EN_BG.txt	Glycosylated Hemoglobin (HbA1C)	Гликиран хемоглобин (HbA1C)	Standard Bulgarian and international term.
endocrinology_type 1 diabetes_23_BGgpt_terms_EN_BG.txt	Oral Glucose Tolerance Test (OGTT)	Орален глюкозо-толерантен тест (ОГТТ)	Standard Bulgarian abbreviation and term.
